,0
3048,Skin-SunExposed(Lowerleg)
3049,WholeBlood
3050,Adipose-Visceral(Omentum)
3051,Cells-EBV-transformedlymphocytes
3052,Heart-LeftVentricle
3053,Colon-Transverse
3054,Muscle-Skeletal
3055,Heart-LeftVentricle
3056,Cells-Transformedfibroblasts
3057,Lung
3058,Liver
3059,Lung
3060,Brain-Anteriorcingulatecortex(BA24)
3061,Skin-SunExposed(Lowerleg)
3062,Brain-Substantianigra
3063,Esophagus-Muscularis
3064,Skin-SunExposed(Lowerleg)
3065,Testis
3066,Vagina
3067,Brain-FrontalCortex(BA9)
3068,Liver
3069,MinorSalivaryGland
3070,Brain-CerebellarHemisphere
3071,Skin-SunExposed(Lowerleg)
3072,Cells-EBV-transformedlymphocytes
3073,Muscle-Skeletal
3074,Cells-Transformedfibroblasts
3075,Artery-Tibial
3076,Pancreas
3077,Breast-MammaryTissue
3078,Artery-Tibial
3079,Spleen
3080,Adipose-Visceral(Omentum)
3081,Lung
3082,SmallIntestine-TerminalIleum
3083,Esophagus-Mucosa
3084,Brain-Hypothalamus
3085,Lung
3086,Brain-Substantianigra
3087,AdrenalGland
3088,Skin-NotSunExposed(Suprapubic)
3089,Muscle-Skeletal
3090,Esophagus-GastroesophagealJunction
3091,WholeBlood
3092,Brain-Nucleusaccumbens(basalganglia)
3093,Vagina
3094,Pituitary
3095,Liver
3096,Artery-Aorta
3097,SmallIntestine-TerminalIleum
3098,Nerve-Tibial
3099,Heart-LeftVentricle
3100,Uterus
3101,Nerve-Tibial
3102,Lung
3103,Esophagus-Mucosa
3104,MinorSalivaryGland
3105,Nerve-Tibial
3106,Skin-NotSunExposed(Suprapubic)
3107,Thyroid
3108,WholeBlood
3109,Esophagus-GastroesophagealJunction
3110,Brain-CerebellarHemisphere
3111,Testis
3112,Colon-Transverse
3113,Artery-Tibial
3114,Thyroid
3115,Uterus
3116,Brain-Cortex
3117,Liver
3118,WholeBlood
3119,Stomach
3120,Brain-Nucleusaccumbens(basalganglia)
3121,Adipose-Subcutaneous
3122,Brain-Putamen(basalganglia)
3123,Esophagus-Muscularis
3124,Thyroid
3125,Skin-NotSunExposed(Suprapubic)
3126,WholeBlood
3127,Cells-Transformedfibroblasts
3128,Brain-FrontalCortex(BA9)
3129,Brain-Substantianigra
3130,WholeBlood
3131,Colon-Transverse
3132,Vagina
3133,Thyroid
3134,Artery-Aorta
3135,Colon-Sigmoid
3136,Ovary
3137,Prostate
3138,Thyroid
3139,Adipose-Subcutaneous
3140,Esophagus-Mucosa
3141,Cells-EBV-transformedlymphocytes
3142,Esophagus-GastroesophagealJunction
3143,Esophagus-Mucosa
3144,Brain-Cortex
3145,Heart-LeftVentricle
3146,Brain-FrontalCortex(BA9)
3147,Brain-Nucleusaccumbens(basalganglia)
3148,Brain-Amygdala
3149,Pituitary
3150,Thyroid
3151,Brain-Nucleusaccumbens(basalganglia)
3152,Pancreas
3153,Muscle-Skeletal
3154,Skin-SunExposed(Lowerleg)
3155,Colon-Sigmoid
3156,Nerve-Tibial
3157,Pancreas
3158,AdrenalGland
3159,SmallIntestine-TerminalIleum
3160,Prostate
3161,Esophagus-Muscularis
3162,Brain-Putamen(basalganglia)
3163,Muscle-Skeletal
3164,Skin-SunExposed(Lowerleg)
3165,Thyroid
3166,SmallIntestine-TerminalIleum
3167,WholeBlood
3168,Nerve-Tibial
3169,Thyroid
3170,Brain-Hippocampus
3171,Esophagus-Mucosa
3172,Adipose-Subcutaneous
3173,Artery-Tibial
3174,Pancreas
3175,WholeBlood
3176,Brain-Putamen(basalganglia)
3177,WholeBlood
3178,Prostate
3179,Stomach
3180,Lung
3181,Brain-Cortex
3182,Adipose-Visceral(Omentum)
3183,Artery-Tibial
3184,Esophagus-Mucosa
3185,Stomach
3186,Cells-EBV-transformedlymphocytes
3187,WholeBlood
3188,Stomach
3189,Skin-SunExposed(Lowerleg)
3190,Brain-FrontalCortex(BA9)
3191,Muscle-Skeletal
3192,Skin-SunExposed(Lowerleg)
3193,Cells-Transformedfibroblasts
3194,Skin-NotSunExposed(Suprapubic)
3195,WholeBlood
3196,Testis
3197,Brain-Cerebellum
3198,Colon-Transverse
3199,WholeBlood
3200,Nerve-Tibial
3201,Brain-Caudate(basalganglia)
3202,Brain-Hypothalamus
3203,Artery-Tibial
3204,Muscle-Skeletal
3205,Brain-Amygdala
3206,Muscle-Skeletal
3207,Esophagus-Muscularis
3208,Nerve-Tibial
3209,Cells-EBV-transformedlymphocytes
3210,AdrenalGland
3211,Brain-Substantianigra
3212,Cells-Transformedfibroblasts
3213,Heart-AtrialAppendage
3214,Adipose-Subcutaneous
3215,Pituitary
3216,Pituitary
3217,Brain-Putamen(basalganglia)
3218,Brain-Hippocampus
3219,Colon-Transverse
3220,Artery-Tibial
3221,Brain-Nucleusaccumbens(basalganglia)
3222,Breast-MammaryTissue
3223,Thyroid
3224,Adipose-Subcutaneous
3225,Esophagus-Mucosa
3226,WholeBlood
3227,Adipose-Subcutaneous
3228,Cells-Transformedfibroblasts
3229,Skin-SunExposed(Lowerleg)
3230,WholeBlood
3231,Brain-CerebellarHemisphere
3232,Esophagus-Mucosa
3233,Adipose-Visceral(Omentum)
3234,Breast-MammaryTissue
3235,Esophagus-GastroesophagealJunction
3236,WholeBlood
3237,Stomach
3238,WholeBlood
3239,SmallIntestine-TerminalIleum
3240,Lung
3241,Stomach
3242,Muscle-Skeletal
3243,Lung
3244,Breast-MammaryTissue
3245,Skin-SunExposed(Lowerleg)
3246,Brain-Cerebellum
3247,SmallIntestine-TerminalIleum
3248,Lung
3249,Brain-Cerebellum
3250,Pituitary
3251,Lung
3252,Heart-LeftVentricle
3253,Esophagus-GastroesophagealJunction
3254,Spleen
3255,Artery-Tibial
3256,Adipose-Subcutaneous
3257,Skin-SunExposed(Lowerleg)
3258,WholeBlood
3259,Spleen
3260,Thyroid
3261,MinorSalivaryGland
3262,Brain-Spinalcord(cervicalc-1)
3263,Heart-AtrialAppendage
3264,Stomach
3265,Stomach
3266,Thyroid
3267,Brain-Amygdala
3268,Brain-Anteriorcingulatecortex(BA24)
3269,Brain-Hippocampus
3270,Thyroid
3271,Esophagus-GastroesophagealJunction
3272,Artery-Aorta
3273,Esophagus-Mucosa
3274,Brain-Nucleusaccumbens(basalganglia)
3275,Brain-Anteriorcingulatecortex(BA24)
3276,Adipose-Subcutaneous
3277,Colon-Sigmoid
3278,Brain-Nucleusaccumbens(basalganglia)
3279,Artery-Coronary
3280,Brain-Hypothalamus
3281,Brain-FrontalCortex(BA9)
3282,Colon-Transverse
3283,Skin-SunExposed(Lowerleg)
3284,Stomach
3285,Muscle-Skeletal
3286,Artery-Aorta
3287,Esophagus-Mucosa
3288,Brain-Cerebellum
3289,Muscle-Skeletal
3290,Skin-SunExposed(Lowerleg)
3291,Stomach
3292,Skin-SunExposed(Lowerleg)
3293,Brain-CerebellarHemisphere
3294,Cells-Transformedfibroblasts
3295,Lung
3296,Testis
3297,Muscle-Skeletal
3298,Nerve-Tibial
3299,Kidney-Cortex
3300,Muscle-Skeletal
3301,Breast-MammaryTissue
3302,Ovary
3303,Stomach
3304,Liver
3305,MinorSalivaryGland
3306,Spleen
3307,Pancreas
3308,Lung
3309,Stomach
3310,Artery-Tibial
3311,Nerve-Tibial
3312,Lung
3313,Colon-Transverse
3314,Liver
3315,Esophagus-Mucosa
3316,Heart-AtrialAppendage
3317,MinorSalivaryGland
3318,AdrenalGland
3319,Colon-Transverse
3320,Brain-Cerebellum
3321,Brain-Anteriorcingulatecortex(BA24)
3322,Cells-Transformedfibroblasts
3323,WholeBlood
3324,Artery-Tibial
3325,Colon-Sigmoid
3326,Brain-FrontalCortex(BA9)
3327,Vagina
3328,Adipose-Visceral(Omentum)
3329,Heart-LeftVentricle
3330,Spleen
3331,Skin-NotSunExposed(Suprapubic)
3332,Breast-MammaryTissue
3333,Thyroid
3334,SmallIntestine-TerminalIleum
3335,Breast-MammaryTissue
3336,Artery-Coronary
3337,Adipose-Visceral(Omentum)
3338,AdrenalGland
3339,Colon-Sigmoid
3340,Lung
3341,Esophagus-Muscularis
3342,Brain-Cortex
3343,Cells-Transformedfibroblasts
3344,Cells-Transformedfibroblasts
3345,Esophagus-Mucosa
3346,Brain-CerebellarHemisphere
3347,WholeBlood
3348,Adipose-Subcutaneous
3349,Adipose-Visceral(Omentum)
3350,Pancreas
3351,Muscle-Skeletal
3352,WholeBlood
3353,Cells-Leukemiacellline(CML)
3354,Brain-CerebellarHemisphere
3355,Heart-AtrialAppendage
3356,Pancreas
3357,Adipose-Subcutaneous
3358,WholeBlood
3359,Cells-Transformedfibroblasts
3360,Brain-Caudate(basalganglia)
3361,Colon-Sigmoid
3362,Cells-EBV-transformedlymphocytes
3363,Breast-MammaryTissue
3364,Nerve-Tibial
3365,Heart-AtrialAppendage
3366,Adipose-Subcutaneous
3367,Ovary
3368,Artery-Tibial
3369,AdrenalGland
3370,Brain-Nucleusaccumbens(basalganglia)
3371,Brain-Cerebellum
3372,Stomach
3373,Artery-Aorta
3374,Artery-Coronary
3375,Adipose-Subcutaneous
3376,Cells-Transformedfibroblasts
3377,WholeBlood
3378,Testis
3379,Adipose-Subcutaneous
3380,Nerve-Tibial
3381,Skin-NotSunExposed(Suprapubic)
3382,Brain-Hypothalamus
3383,Pituitary
3384,Skin-NotSunExposed(Suprapubic)
3385,Vagina
3386,WholeBlood
3387,Muscle-Skeletal
3388,Brain-Hypothalamus
3389,Breast-MammaryTissue
3390,Testis
3391,Heart-LeftVentricle
3392,Brain-Amygdala
3393,Adipose-Subcutaneous
3394,Adipose-Subcutaneous
3395,Brain-Anteriorcingulatecortex(BA24)
3396,Heart-AtrialAppendage
3397,Artery-Coronary
3398,Spleen
3399,Thyroid
3400,Heart-LeftVentricle
3401,Pituitary
3402,Artery-Tibial
3403,Stomach
3404,Adipose-Subcutaneous
3405,Adipose-Subcutaneous
3406,Brain-CerebellarHemisphere
3407,Artery-Aorta
3408,Cells-Transformedfibroblasts
3409,Thyroid
3410,Esophagus-Muscularis
3411,Cells-Transformedfibroblasts
3412,Artery-Aorta
3413,Ovary
3414,Artery-Tibial
3415,Artery-Aorta
3416,Brain-FrontalCortex(BA9)
3417,Artery-Tibial
3418,Pancreas
3419,Skin-SunExposed(Lowerleg)
3420,Pituitary
3421,Pituitary
3422,AdrenalGland
3423,Artery-Coronary
3424,Muscle-Skeletal
3425,Testis
3426,Artery-Aorta
3427,Breast-MammaryTissue
3428,FallopianTube
3429,Brain-Caudate(basalganglia)
3430,Cells-Leukemiacellline(CML)
3431,Brain-FrontalCortex(BA9)
3432,Skin-SunExposed(Lowerleg)
3433,Esophagus-Mucosa
3434,Testis
3435,Cells-Transformedfibroblasts
3436,Ovary
3437,Brain-Hippocampus
3438,Skin-SunExposed(Lowerleg)
3439,Skin-NotSunExposed(Suprapubic)
3440,Cells-Transformedfibroblasts
3441,Adipose-Subcutaneous
3442,Adipose-Visceral(Omentum)
3443,Esophagus-Muscularis
3444,Esophagus-Mucosa
3445,Esophagus-Muscularis
3446,Artery-Tibial
3447,Adipose-Subcutaneous
3448,Breast-MammaryTissue
3449,Artery-Tibial
3450,Artery-Tibial
3451,Esophagus-Mucosa
3452,Liver
3453,Cells-Leukemiacellline(CML)
3454,WholeBlood
3455,Esophagus-Mucosa
3456,Skin-NotSunExposed(Suprapubic)
3457,Cells-Transformedfibroblasts
3458,Brain-Amygdala
3459,Lung
3460,Heart-LeftVentricle
3461,Stomach
3462,AdrenalGland
3463,Stomach
3464,Liver
3465,Lung
3466,Cells-Transformedfibroblasts
3467,Breast-MammaryTissue
3468,Uterus
3469,Colon-Sigmoid
3470,Heart-LeftVentricle
3471,Spleen
3472,Thyroid
3473,Heart-LeftVentricle
3474,Thyroid
3475,Brain-FrontalCortex(BA9)
3476,Nerve-Tibial
3477,Artery-Coronary
3478,Thyroid
3479,Esophagus-Mucosa
3480,Pancreas
3481,Artery-Coronary
3482,Uterus
3483,Muscle-Skeletal
3484,WholeBlood
3485,Muscle-Skeletal
3486,Skin-NotSunExposed(Suprapubic)
3487,Esophagus-Muscularis
3488,Thyroid
3489,WholeBlood
3490,SmallIntestine-TerminalIleum
3491,Skin-SunExposed(Lowerleg)
3492,Nerve-Tibial
3493,Brain-Cerebellum
3494,Artery-Aorta
3495,Heart-LeftVentricle
3496,Artery-Aorta
3497,Brain-Nucleusaccumbens(basalganglia)
3498,Skin-SunExposed(Lowerleg)
3499,Brain-Caudate(basalganglia)
3500,Brain-Hypothalamus
3501,Bladder
3502,Cells-Transformedfibroblasts
3503,Cells-Transformedfibroblasts
3504,Esophagus-Muscularis
3505,Ovary
3506,WholeBlood
3507,Nerve-Tibial
3508,Brain-Putamen(basalganglia)
3509,FallopianTube
3510,Brain-CerebellarHemisphere
3511,Esophagus-Mucosa
3512,Lung
3513,Adipose-Subcutaneous
3514,Brain-Nucleusaccumbens(basalganglia)
3515,Artery-Tibial
3516,Adipose-Subcutaneous
3517,Ovary
3518,Brain-Cortex
3519,Muscle-Skeletal
3520,Esophagus-Muscularis
3521,Esophagus-Muscularis
3522,Heart-AtrialAppendage
3523,Muscle-Skeletal
3524,Skin-SunExposed(Lowerleg)
3525,Thyroid
3526,Prostate
3527,Brain-Spinalcord(cervicalc-1)
3528,Adipose-Subcutaneous
3529,Colon-Sigmoid
3530,Brain-Hippocampus
3531,Heart-LeftVentricle
3532,Thyroid
3533,Stomach
3534,Pancreas
3535,Cells-Transformedfibroblasts
3536,Heart-AtrialAppendage
3537,Artery-Tibial
3538,Artery-Tibial
3539,Brain-Amygdala
3540,Artery-Aorta
3541,Brain-FrontalCortex(BA9)
3542,Artery-Coronary
3543,AdrenalGland
3544,Muscle-Skeletal
3545,Breast-MammaryTissue
3546,Colon-Transverse
3547,Testis
3548,Stomach
3549,WholeBlood
3550,Cervix-Endocervix
3551,AdrenalGland
3552,Stomach
3553,Thyroid
3554,WholeBlood
3555,Nerve-Tibial
3556,Breast-MammaryTissue
3557,Artery-Aorta
3558,Lung
3559,Muscle-Skeletal
3560,Esophagus-Muscularis
3561,Nerve-Tibial
3562,Skin-SunExposed(Lowerleg)
3563,Brain-Hippocampus
3564,Prostate
3565,Lung
3566,Colon-Sigmoid
3567,Kidney-Cortex
3568,WholeBlood
3569,WholeBlood
3570,Skin-SunExposed(Lowerleg)
3571,Skin-NotSunExposed(Suprapubic)
3572,Brain-Putamen(basalganglia)
3573,Nerve-Tibial
3574,Adipose-Subcutaneous
3575,SmallIntestine-TerminalIleum
3576,Heart-AtrialAppendage
3577,Thyroid
3578,Nerve-Tibial
3579,Brain-FrontalCortex(BA9)
3580,Nerve-Tibial
3581,Brain-Spinalcord(cervicalc-1)
3582,Colon-Sigmoid
3583,Artery-Tibial
3584,Colon-Sigmoid
3585,WholeBlood
3586,Adipose-Visceral(Omentum)
3587,Cells-Leukemiacellline(CML)
3588,Pancreas
3589,Adipose-Visceral(Omentum)
3590,Pancreas
3591,Artery-Tibial
3592,Pancreas
3593,Stomach
3594,Stomach
3595,Esophagus-Mucosa
3596,Esophagus-Muscularis
3597,Heart-LeftVentricle
3598,WholeBlood
3599,Esophagus-Muscularis
3600,Brain-CerebellarHemisphere
3601,Stomach
3602,Adipose-Subcutaneous
3603,Brain-Nucleusaccumbens(basalganglia)
3604,Esophagus-Mucosa
3605,Esophagus-Muscularis
3606,MinorSalivaryGland
3607,Brain-Putamen(basalganglia)
3608,Spleen
3609,Brain-Amygdala
3610,Brain-Anteriorcingulatecortex(BA24)
3611,Heart-LeftVentricle
3612,WholeBlood
3613,Esophagus-Muscularis
3614,Colon-Sigmoid
3615,AdrenalGland
3616,Brain-CerebellarHemisphere
3617,Adipose-Subcutaneous
3618,Artery-Tibial
3619,Artery-Coronary
3620,Breast-MammaryTissue
3621,Nerve-Tibial
3622,Brain-Amygdala
3623,Brain-Hypothalamus
3624,Pancreas
3625,Skin-SunExposed(Lowerleg)
3626,Thyroid
3627,Heart-LeftVentricle
3628,AdrenalGland
3629,Brain-Amygdala
3630,Vagina
3631,Adipose-Visceral(Omentum)
3632,Esophagus-Mucosa
3633,Kidney-Cortex
3634,Vagina
3635,Brain-Caudate(basalganglia)
3636,Cells-Transformedfibroblasts
3637,Lung
3638,Pituitary
3639,Colon-Transverse
3640,WholeBlood
3641,Brain-Substantianigra
3642,Brain-Amygdala
3643,Pituitary
3644,Testis
3645,Cells-Transformedfibroblasts
3646,Nerve-Tibial
3647,Nerve-Tibial
3648,Artery-Tibial
3649,Esophagus-Muscularis
3650,SmallIntestine-TerminalIleum
3651,Skin-SunExposed(Lowerleg)
3652,Adipose-Subcutaneous
3653,Brain-CerebellarHemisphere
3654,Esophagus-Mucosa
3655,Muscle-Skeletal
3656,Skin-SunExposed(Lowerleg)
3657,Breast-MammaryTissue
3658,Brain-Putamen(basalganglia)
3659,Esophagus-Mucosa
3660,Skin-SunExposed(Lowerleg)
3661,WholeBlood
3662,Artery-Aorta
3663,Brain-Caudate(basalganglia)
3664,Brain-Spinalcord(cervicalc-1)
3665,Adipose-Subcutaneous
3666,Muscle-Skeletal
3667,Esophagus-Mucosa
3668,Thyroid
3669,Muscle-Skeletal
3670,Liver
3671,Liver
3672,Heart-AtrialAppendage
3673,Colon-Sigmoid
3674,Brain-FrontalCortex(BA9)
3675,Muscle-Skeletal
3676,Brain-Hippocampus
3677,Skin-SunExposed(Lowerleg)
3678,Esophagus-Mucosa
3679,Ovary
3680,AdrenalGland
3681,Heart-LeftVentricle
3682,Colon-Transverse
3683,Nerve-Tibial
3684,Pituitary
3685,Lung
3686,Esophagus-GastroesophagealJunction
3687,Skin-NotSunExposed(Suprapubic)
3688,AdrenalGland
3689,Stomach
3690,Skin-NotSunExposed(Suprapubic)
3691,Heart-AtrialAppendage
3692,Esophagus-Mucosa
3693,Esophagus-Mucosa
3694,Skin-NotSunExposed(Suprapubic)
3695,Brain-Cerebellum
3696,Testis
3697,Skin-SunExposed(Lowerleg)
3698,Artery-Coronary
3699,Esophagus-Muscularis
3700,Ovary
3701,Brain-Cerebellum
3702,Brain-Cerebellum
3703,Artery-Aorta
3704,Cells-EBV-transformedlymphocytes
3705,Vagina
3706,Esophagus-GastroesophagealJunction
3707,Skin-SunExposed(Lowerleg)
3708,Brain-Cerebellum
3709,Heart-LeftVentricle
3710,WholeBlood
3711,Pancreas
3712,Adipose-Subcutaneous
3713,Skin-SunExposed(Lowerleg)
3714,Heart-AtrialAppendage
3715,Testis
3716,WholeBlood
3717,WholeBlood
3718,Brain-Cerebellum
3719,Artery-Aorta
3720,Brain-CerebellarHemisphere
3721,Stomach
3722,Ovary
3723,Cells-Transformedfibroblasts
3724,Vagina
3725,Brain-Cortex
3726,Muscle-Skeletal
3727,Artery-Coronary
3728,Nerve-Tibial
3729,MinorSalivaryGland
3730,Adipose-Visceral(Omentum)
3731,Adipose-Visceral(Omentum)
3732,Artery-Aorta
3733,Brain-Caudate(basalganglia)
3734,Muscle-Skeletal
3735,Skin-SunExposed(Lowerleg)
3736,Muscle-Skeletal
3737,Artery-Coronary
3738,Uterus
3739,Artery-Tibial
3740,Colon-Sigmoid
3741,Cells-Transformedfibroblasts
3742,Pancreas
3743,Skin-SunExposed(Lowerleg)
3744,Artery-Coronary
3745,Artery-Aorta
3746,Skin-SunExposed(Lowerleg)
3747,Nerve-Tibial
3748,Stomach
3749,Stomach
3750,Skin-NotSunExposed(Suprapubic)
3751,Brain-Caudate(basalganglia)
3752,Cells-EBV-transformedlymphocytes
3753,Muscle-Skeletal
3754,Esophagus-Mucosa
3755,Brain-FrontalCortex(BA9)
3756,Muscle-Skeletal
3757,Lung
3758,Brain-Hypothalamus
3759,Pancreas
3760,Adipose-Visceral(Omentum)
3761,Lung
3762,Cells-EBV-transformedlymphocytes
3763,Pituitary
3764,Colon-Transverse
3765,Thyroid
3766,Heart-LeftVentricle
3767,Prostate
3768,Thyroid
3769,WholeBlood
3770,Colon-Transverse
3771,Brain-Caudate(basalganglia)
3772,WholeBlood
3773,Artery-Coronary
3774,Esophagus-Muscularis
3775,Cells-Leukemiacellline(CML)
3776,Thyroid
3777,Thyroid
3778,WholeBlood
3779,Brain-Cortex
3780,Skin-SunExposed(Lowerleg)
3781,AdrenalGland
3782,Artery-Tibial
3783,Cells-Transformedfibroblasts
3784,Skin-SunExposed(Lowerleg)
3785,Colon-Transverse
3786,Brain-Cortex
3787,Heart-AtrialAppendage
3788,Breast-MammaryTissue
3789,Brain-Cortex
3790,Esophagus-Muscularis
3791,Adipose-Visceral(Omentum)
3792,Adipose-Subcutaneous
3793,Brain-Cerebellum
3794,WholeBlood
3795,Lung
3796,Artery-Aorta
3797,Adipose-Subcutaneous
3798,MinorSalivaryGland
3799,Brain-Cerebellum
3800,Brain-Cerebellum
3801,Testis
3802,Brain-Cerebellum
3803,Adipose-Visceral(Omentum)
3804,Cells-Transformedfibroblasts
3805,WholeBlood
3806,Muscle-Skeletal
3807,Brain-Amygdala
3808,Adipose-Subcutaneous
3809,Cells-Transformedfibroblasts
3810,Skin-NotSunExposed(Suprapubic)
3811,Adipose-Subcutaneous
3812,Esophagus-Mucosa
3813,Artery-Coronary
3814,Breast-MammaryTissue
3815,Brain-Putamen(basalganglia)
3816,AdrenalGland
3817,Esophagus-Muscularis
3818,Thyroid
3819,Brain-Nucleusaccumbens(basalganglia)
3820,Testis
3821,Adipose-Visceral(Omentum)
3822,Nerve-Tibial
3823,Heart-AtrialAppendage
3824,Esophagus-Mucosa
3825,Esophagus-Muscularis
3826,Pituitary
3827,Testis
3828,Heart-LeftVentricle
3829,Skin-NotSunExposed(Suprapubic)
3830,Skin-NotSunExposed(Suprapubic)
3831,Skin-SunExposed(Lowerleg)
3832,Heart-AtrialAppendage
3833,Cells-Transformedfibroblasts
3834,Esophagus-Mucosa
3835,Brain-Spinalcord(cervicalc-1)
3836,Muscle-Skeletal
3837,Esophagus-Mucosa
3838,Lung
3839,Skin-SunExposed(Lowerleg)
3840,Heart-AtrialAppendage
3841,Lung
3842,Cells-Leukemiacellline(CML)
3843,Nerve-Tibial
3844,Skin-SunExposed(Lowerleg)
3845,Colon-Sigmoid
3846,Muscle-Skeletal
3847,WholeBlood
3848,Heart-AtrialAppendage
3849,Stomach
3850,Brain-Putamen(basalganglia)
3851,Artery-Aorta
3852,Cells-Leukemiacellline(CML)
3853,Nerve-Tibial
3854,Brain-Hippocampus
3855,Skin-NotSunExposed(Suprapubic)
3856,Brain-Caudate(basalganglia)
3857,Heart-LeftVentricle
3858,Brain-FrontalCortex(BA9)
3859,Lung
3860,Prostate
3861,Testis
3862,Nerve-Tibial
3863,Brain-Cortex
3864,Esophagus-Mucosa
3865,Spleen
3866,Prostate
3867,AdrenalGland
3868,Esophagus-Muscularis
3869,Artery-Coronary
3870,Thyroid
3871,Heart-AtrialAppendage
3872,Skin-SunExposed(Lowerleg)
3873,Nerve-Tibial
3874,Brain-Cerebellum
3875,Cervix-Ectocervix
3876,Adipose-Visceral(Omentum)
3877,Adipose-Visceral(Omentum)
3878,Stomach
3879,Cells-Transformedfibroblasts
3880,Lung
3881,Artery-Coronary
3882,Skin-NotSunExposed(Suprapubic)
3883,Adipose-Subcutaneous
3884,Stomach
3885,Cells-Transformedfibroblasts
3886,Brain-Spinalcord(cervicalc-1)
3887,Adipose-Subcutaneous
3888,Ovary
3889,Lung
3890,Muscle-Skeletal
3891,Pituitary
3892,Brain-Anteriorcingulatecortex(BA24)
3893,Nerve-Tibial
3894,Stomach
3895,WholeBlood
3896,Brain-Cortex
3897,WholeBlood
3898,Artery-Aorta
3899,WholeBlood
3900,Esophagus-Mucosa
3901,Nerve-Tibial
3902,Kidney-Cortex
3903,Muscle-Skeletal
3904,Heart-AtrialAppendage
3905,Brain-FrontalCortex(BA9)
3906,Thyroid
3907,Colon-Transverse
3908,Breast-MammaryTissue
3909,Muscle-Skeletal
3910,Brain-Amygdala
3911,Muscle-Skeletal
3912,Lung
3913,Brain-Putamen(basalganglia)
3914,Brain-FrontalCortex(BA9)
3915,Lung
3916,Testis
3917,Muscle-Skeletal
3918,Brain-Amygdala
3919,Nerve-Tibial
3920,Brain-Cerebellum
3921,Heart-LeftVentricle
3922,Heart-AtrialAppendage
3923,Cells-Leukemiacellline(CML)
3924,Adipose-Visceral(Omentum)
3925,Lung
3926,Brain-Cortex
3927,Skin-NotSunExposed(Suprapubic)
3928,Heart-LeftVentricle
3929,Esophagus-Muscularis
3930,Muscle-Skeletal
3931,Brain-Nucleusaccumbens(basalganglia)
3932,Artery-Aorta
3933,Esophagus-Muscularis
3934,Colon-Sigmoid
3935,Brain-Cortex
3936,Testis
3937,Skin-SunExposed(Lowerleg)
3938,Thyroid
3939,Heart-LeftVentricle
3940,Adipose-Visceral(Omentum)
3941,Esophagus-Muscularis
3942,Skin-SunExposed(Lowerleg)
3943,Colon-Transverse
3944,Skin-SunExposed(Lowerleg)
3945,Brain-CerebellarHemisphere
3946,Pancreas
3947,Artery-Aorta
3948,Esophagus-Muscularis
3949,Brain-Cerebellum
3950,Muscle-Skeletal
3951,Skin-SunExposed(Lowerleg)
3952,Brain-Spinalcord(cervicalc-1)
3953,Adipose-Visceral(Omentum)
3954,Esophagus-Mucosa
3955,Muscle-Skeletal
3956,Artery-Coronary
3957,Skin-NotSunExposed(Suprapubic)
3958,Lung
3959,Thyroid
3960,Esophagus-Mucosa
3961,Cells-EBV-transformedlymphocytes
3962,Muscle-Skeletal
3963,WholeBlood
3964,Skin-NotSunExposed(Suprapubic)
3965,Brain-Cortex
3966,Artery-Tibial
3967,Cells-Leukemiacellline(CML)
3968,Liver
3969,Cells-Leukemiacellline(CML)
3970,Brain-Caudate(basalganglia)
3971,Skin-NotSunExposed(Suprapubic)
3972,Brain-Hypothalamus
3973,Artery-Coronary
3974,Muscle-Skeletal
3975,Brain-Spinalcord(cervicalc-1)
3976,Nerve-Tibial
3977,Heart-LeftVentricle
3978,Cells-Transformedfibroblasts
3979,WholeBlood
3980,Brain-Amygdala
3981,Lung
3982,Brain-CerebellarHemisphere
3983,Vagina
3984,Heart-LeftVentricle
3985,Skin-NotSunExposed(Suprapubic)
3986,Lung
3987,Muscle-Skeletal
3988,Lung
3989,Prostate
3990,Stomach
3991,Colon-Sigmoid
3992,Brain-Caudate(basalganglia)
3993,Lung
3994,Skin-SunExposed(Lowerleg)
3995,Brain-Amygdala
3996,Skin-SunExposed(Lowerleg)
3997,Thyroid
3998,Esophagus-Muscularis
3999,Cells-Transformedfibroblasts
4000,Thyroid
4001,Brain-Hypothalamus
4002,Lung
4003,Muscle-Skeletal
4004,Thyroid
4005,Lung
4006,Artery-Aorta
4007,Skin-SunExposed(Lowerleg)
4008,Brain-Hypothalamus
4009,Heart-AtrialAppendage
4010,Brain-Hypothalamus
4011,Skin-NotSunExposed(Suprapubic)
4012,Muscle-Skeletal
4013,Stomach
4014,Nerve-Tibial
4015,Adipose-Subcutaneous
4016,Nerve-Tibial
4017,Nerve-Tibial
4018,Lung
4019,Muscle-Skeletal
4020,Artery-Aorta
4021,Muscle-Skeletal
4022,Adipose-Subcutaneous
4023,Breast-MammaryTissue
4024,Kidney-Cortex
4025,Testis
4026,Skin-SunExposed(Lowerleg)
4027,AdrenalGland
4028,Breast-MammaryTissue
4029,Adipose-Subcutaneous
4030,Heart-LeftVentricle
4031,Brain-FrontalCortex(BA9)
4032,Brain-Cerebellum
4033,Brain-FrontalCortex(BA9)
4034,Ovary
4035,Spleen
4036,Uterus
4037,Brain-Caudate(basalganglia)
4038,Esophagus-Mucosa
4039,Artery-Aorta
4040,Brain-FrontalCortex(BA9)
4041,Nerve-Tibial
4042,WholeBlood
4043,Esophagus-Muscularis
4044,Nerve-Tibial
4045,Brain-Amygdala
